2021;;;
Götzendorf an der Leitha;<30709>;1068;1079
Gramatneusiedl;<30731>;1792;1847
Hainburg a.d. Donau;<30710>;3352;3623
Haslau-Maria Ellend;<30711>;1000;1035
Himberg;<30732>;3713;3856
Hof am Leithaberge;<30713>;799;793
Höflein;<30712>;600;632
Hundsheim;<30715>;297;344
Klein-Neusiedl;<30733>;466;504
Lanzendorf;<30734>;947;958
Leopoldsdorf;<30735>;2590;2660
Mannersdorf am Leithagebirge;<30716>;2025;2085
Maria-Lanzendorf;<30736>;1053;1103
Moosbrunn;<30737>;877;901
Petronell-Carnuntum;<30718>;643;626
Prellenkirchen;<30719>;827;793
Rauchenwarth;<30738>;383;392
Rohrau;<30721>;818;821
Scharndorf;<30722>;617;586
Schwadorf;<30739>;1089;1131
Schwechat;<30740>;10114;10261
Sommerein;<30724>;1023;1080
Trautmannsdorf an der Leitha;<30726>;1496;1509
Wolfsthal;<30728>;571;605
Zwölfaxing;<30741>;879;864
Achau;<31701>;704;698
Biedermannsdorf;<31702>;1505;1630
Breitenfurt bei Wien;<31703>;2866;3025
Brunn am Gebirge;<31704>;5850;6174
Gaaden;<31706>;805;845
Gießhübl;<31707>;1147;1228
Gumpoldskirchen;<31709>;1883;2038
Guntramsdorf;<31710>;4494;4658
Hennersdorf;<31711>;753;787
Hinterbrühl;<31712>;1904;2040
Kaltenleutgeben;<31713>;1650;1700
Laab im Walde;<31714>;520;594
Laxenburg;<31715>;1354;1536
Maria Enzersdorf;<31716>;4085;4574
Mödling;<31717>;9794;10765
Münchendorf;<31718>;1517;1563
Perchtoldsdorf;<31719>;7210;7768
Vösendorf;<31723>;3556;3817
Wiener Neudorf;<31725>;4508;4802
Wienerwald;<31726>;1414;1479
Wien 1.,Innere Stadt;<90101>;7744;8123
Wien 2.,Leopoldstadt;<90201>;51996;53241
Wien 3.,Landstraße;<90301>;45107;48141
Wien 4.,Wieden;<90401>;15992;17083
Wien 5.,Margareten;<90501>;26921;27452
Wien 6.,Mariahilf;<90601>;15232;16104
Wien 7.,Neubau;<90701>;15358;16325
Wien 8.,Josefstadt;<90801>;12075;12290
Wien 9.,Alsergrund;<90901>;19940;21872
Wien 10.,Favoriten;<91001>;105454;105119
Wien 11.,Simmering;<91101>;51723;53299
Wien 12.,Meidling;<91201>;47924;49074
Wien 13.,Hietzing;<91301>;25183;28720
Wien 14.,Penzing;<91401>;45380;47986
Wien 15.,Rudolfsheim-Fünfhaus;<91501>;38588;37549
Wien 16.,Ottakring;<91601>;51113;51367
Wien 17.,Hernals;<91701>;27735;28753
Wien 18.,Währing;<91801>;23989;27338
Wien 19.,Döbling;<91901>;34680;39181
Wien 20.,Brigittenau;<92001>;42330;42934
Wien 21.,Floridsdorf;<92101>;84555;89361
Wien 22.,Donaustadt;<92201>;95610;103196
Wien 23.,Liesing;<92301>;53378;58434
Klagenfurt am Wörther See;<20101>;48292;53473
Villach;<20201>;30456;32780
Ebenthal in Kärnten;<20402>;3999;4108
Feistritz im Rosental;<20403>;1226;1268
Ferlach;<20405>;3589;3617
Grafenstein;<20409>;1451;1548
Keutschach am See;<20412>;1188;1235
Köttmannsdorf;<20414>;1572;1545
Krumpendorf am Wörthersee;<20415>;1675;1830
Ludmannsdorf;<20416>;903;898
Magdalensberg;<20442>;1772;1819
Maria Rain;<20417>;1306;1325
Maria Saal;<20418>;1901;1992
Maria Wörth;<20419>;741;875
Moosburg;<20421>;2180;2283
Poggersdorf;<20425>;1610;1641
Pörtschach am Wörther See;<20424>;1381;1479
St. Margareten im Rosental;<20428>;537;555
Schiefling am See;<20432>;1329;1318
Techelsberg am Wörther See;<20435>;1106;1095
Zell;<20441>;317;289
Afritz am See;<20701>;685;748
Arnoldstein;<20702>;3426;3613
Arriach;<20703>;665;661
Bad Bleiberg;<20705>;1082;1108
Feistritz an der Gail;<20707>;310;322
Feld am See;<20708>;541;539
Ferndorf;<20710>;1034;1040
Finkenstein am Faaker See;<20711>;4520;4624
Fresach;<20712>;618;631
Hohenthurn;<20713>;404;434
Nötsch im Gailtal;<20719>;1131;1160
Paternion;<20720>;2795;3011
Rosegg;<20721>;914;933
St. Jakob im Rosental;<20722>;2125;2155
Stockenboi;<20723>;807;805
Treffen am Ossiacher See;<20724>;2207;2327
Velden am Wörther See;<20725>;4404;4701
Weißenstein;<20726>;1473;1459
Wernberg;<20727>;2689;2819
Dellach;<20302>;606;604
Gitschtal;<20320>;610;630
Hermagor-Pressegger See;<20305>;3379;3536
Kirchbach;<20306>;1269;1255
Kötschach-Mauthen;<20307>;1636;1685
Lesachtal;<20321>;659;618
St. Stefan im Gailtal;<20316>;767;798
Bad Kleinkirchheim;<20601>;811;867
Baldramsdorf;<20602>;891;956
Berg im Drautal;<20603>;635;622
Dellach im Drautal;<20604>;801;796
Flattach;<20607>;580;605
Gmünd in Kärnten;<20608>;1234;1307
Greifenburg;<20609>;867;864
Großkirchheim;<20605>;652;657
Heiligenblut am Großglockner;<20610>;491;484
Irschen;<20611>;992;952
Kleblach-Lind;<20613>;586;580
Krems in Kärnten;<20642>;868;797
Lendorf;<20616>;851;845
Lurnfeld;<20643>;1291;1373
Mallnitz;<20618>;367;400
Malta;<20619>;939;994
Millstatt am See;<20620>;1665;1793
Mörtschach;<20622>;430;396
Mühldorf;<20624>;465;530
Oberdrauburg;<20625>;587;593
Obervellach;<20627>;1078;1090
Radenthein;<20630>;2782;2987
Rangersdorf;<20631>;841;857
Reißeck;<20644>;1068;1033
Rennweg am Katschberg;<20632>;858;875
Sachsenburg;<20633>;657;679
Seeboden am Millstätter See;<20634>;3172;3413
Spittal an der Drau;<20635>;7151;8000
Stall;<20636>;772;722
Steinfeld;<20637>;1007;1012
Trebesing;<20638>;642;547
Weißensee;<20639>;373;398
Winklern;<20640>;608;592
Albeck;<21001>;468;498
Feldkirchen in Kärnten;<21002>;6971;7318
Glanegg;<21003>;929;866
Gnesau;<21004>;534;488
Himmelberg;<21005>;1173;1124
Ossiach;<21006>;413;375
Reichenau;<21007>;915;863
St. Urban;<21008>;794;719
Steindorf am Ossiacher See;<21009>;1856;1900
Steuerberg;<21010>;800;779
Althofen;<20501>;2304;2388
Brückl;<20502>;1358;1384
Deutsch-Griffen;<20503>;464;417
Eberstein;<20504>;606;610
Frauenstein;<20534>;1737;1802
Friesach;<20505>;2333;2542
Glödnitz;<20506>;429;386
Gurk;<20508>;597;587
Guttaring;<20509>;756;726
Hüttenberg;<20511>;679;655
Kappel am Krappfeld;<20512>;976;981
Klein St. Paul;<20513>;877;864
Liebenfels;<20515>;1699;1698
Metnitz;<20518>;981;943
Micheldorf;<20519>;490;508
Mölbling;<20520>;687;660
St. Georgen am Längsee;<20523>;1757;1812
St. Veit an der Glan;<20527>;5714;6470
Straßburg;<20530>;974;1017
Weitensfeld im Gurktal;<20531>;1015;997
Bleiburg;<20801>;2056;2015
Diex;<20802>;420;373
Eberndorf;<20803>;2903;2940
Eisenkappel-Vellach;<20804>;1118;1112
Feistritz ob Bleiburg;<20805>;1111;1083
Gallizien;<20806>;869;886
Globasnitz;<20807>;801;791
Griffen;<20808>;1718;1717
Neuhaus;<20810>;481;528
Ruden;<20812>;765;770
St. Kanzian am Klopeiner See;<20813>;2232;2318
Sittersdorf;<20815>;964;997
Völkermarkt;<20817>;5315;5551
Bad St. Leonhard im Lavanttal;<20901>;2195;2129
Frantschach-St. Gertraud;<20905>;1246;1270
Lavamünd;<20909>;1467;1404
Preitenegg;<20911>;474;461
Reichenfels;<20912>;891;893
St. Andrä;<20913>;4934;4916
St. Georgen im Lavanttal;<20914>;972;967
St. Paul im Lavanttal;<20918>;1605;1633
Wolfsberg;<20923>;12345;12686
Graz;<60101>;144013;147121
Deutschfeistritz;<60659>;2175;2246
Dobl-Zwaring;<60660>;1787;1792
Eggersdorf bei Graz;<60661>;3471;3440
Feldkirchen bei Graz;<60608>;3431;3416
Fernitz-Mellach;<60662>;2387;2507
Frohnleiten;<60663>;3176;3341
Gössendorf;<60611>;2086;2092
Gratkorn;<60613>;4028;4119
Gratwein-Straßengel;<60664>;6290;6469
Hart bei Graz;<60617>;2576;2660
Haselsdorf-Tobelbad;<60618>;784;783
Hausmannstätten;<60619>;1776;1817
Hitzendorf;<60665>;3601;3658
Kainbach bei Graz;<60623>;1447;1374
Kalsdorf bei Graz;<60624>;3924;3945
Kumberg;<60626>;1917;1992
Laßnitzhöhe;<60628>;1353;1441
Lieboch;<60629>;2575;2736
Nestelbach bei Graz;<60666>;1305;1362
Peggau;<60632>;1145;1193
Raaba-Grambach;<60667>;2289;2416
Sankt Bartholomä;<60639>;715;742
Sankt Marein bei Graz;<60668>;1851;1880
Sankt Oswald bei Plankenwarth;<60641>;620;639
Sankt Radegund bei Graz;<60642>;1055;1077
Seiersberg-Pirka;<60669>;5707;5926
Semriach;<60645>;1644;1618
Stattegg;<60646>;1455;1527
Stiwoll;<60647>;343;365
Thal;<60648>;1170;1215
Übelbach;<60651>;1043;1008
Unterpremstätten-Zettling;<60670>;3236;3215
Vasoldsberg;<60653>;2313;2330
Weinitzen;<60654>;1368;1371
Werndorf;<60655>;1210;1243
Wundschuh;<60656>;825;820
Admont;<61253>;2381;2573
Aich;<61254>;652;667
Aigen im Ennstal;<61203>;1350;1360
Altaussee;<61204>;928;951
Altenmarkt bei Sankt Gallen;<61205>;384;417
Ardning;<61206>;606;634
Bad Aussee;<61207>;2344;2567
Bad Mitterndorf;<61255>;2458;2482
Gaishorn am See;<61256>;631;658
Gröbming;<61213>;1514;1603
Grundlsee;<61215>;563;604
Haus;<61217>;1215;1243
Irdning-Donnersbachtal;<61257>;2013;2134
Landl;<61258>;1305;1313
Lassing;<61222>;840;872
Liezen;<61259>;3939;4257
Michaelerberg-Pruggern;<61260>;609;584
Mitterberg-Sankt Martin;<61261>;969;943
Öblarn;<61262>;1001;1009
Ramsau am Dachstein;<61236>;1363;1429
Rottenmann;<61263>;2526;2585
Sankt Gallen;<61264>;886;902
Schladming;<61265>;3166;3410
Selzthal;<61243>;810;734
Sölk;<61266>;753;725
Stainach-Pürgg;<61267>;1327;1466
Trieben;<61247>;1633;1696
Wildalpen;<61251>;224;223
Wörschach;<61252>;567;594
Eisenerz;<61101>;1769;1973
Kalwang;<61105>;445;506
Kammern im Liesingtal;<61106>;784;804
Kraubath an der Mur;<61107>;665;674
Leoben;<61108>;12060;12129
Mautern in Steiermark;<61109>;829;875
Niklasdorf;<61110>;1140;1225
Proleb;<61111>;760;840
Radmer;<61112>;254;257
Sankt Michael in Obersteiermark;<61113>;1490;1542
Sankt Peter-Freienstein;<61114>;1149;1189
Sankt Stefan ob Leoben;<61115>;929;949
Traboch;<61116>;696;721
Trofaiach;<61120>;5336;5658
Vordernberg;<61118>;514;439
Wald am Schoberpaß;<61119>;276;274
Aflenz ;<62138>;1209;1245
Breitenau am Hochlantsch;<62105>;829;802
Bruck an der Mur;<62139>;7542;8108
Kapfenberg;<62140>;10934;11446
Kindberg;<62141>;4022;4096
Krieglach;<62115>;2604;2725
Langenwang;<62116>;1924;1962
Mariazell;<62142>;1717;1909
Mürzzuschlag;<62143>;3976;4251
Neuberg an der Mürz;<62144>;1203;1143
Pernegg an der Mur;<62125>;1186;1222
Sankt Barbara im Mürztal;<62145>;3215;3357
Sankt Lorenzen im Mürztal;<62128>;1832;1842
Sankt Marein im Mürztal;<62146>;1355;1449
Spital am Semmering;<62131>;713;731
Stanz im Mürztal;<62132>;945;891
Thörl;<62147>;1126;1107
Tragöß-Sankt Katharein;<62148>;907;937
Turnau;<62135>;770;822
Albersdorf-Prebuch;<61701>;1117;1133
Anger;<61756>;1969;1969
Birkfeld;<61757>;2446;2482
Fischbach;<61708>;785;745
Fladnitz an der Teichalm;<61758>;917;890
Floing;<61710>;586;603
Gasen;<61711>;446;437
Gersdorf an der Feistritz;<61759>;861;842
Gleisdorf;<61760>;5372;5700
Gutenberg;<61761>;818;800
Hofstätten an der Raab;<61719>;1144;1169
Ilztal;<61762>;1076;1074
Ludersdorf-Wilfersdorf;<61727>;1255;1260
Markt Hartmannsdorf;<61716>;1473;1479
Miesenbach bei Birkfeld;<61728>;347;326
Mitterdorf an der Raab;<61729>;1052;1066
Mortantsch;<61730>;1105;1108
Naas;<61731>;669;674
Passail;<61763>;2219;2195
Pischelsdorf am Kulm;<61764>;1821;1848
Puch bei Weiz;<61740>;1048;1007
Ratten;<61741>;541;537
Rettenegg;<61743>;375;338
St. Kathrein am Hauenstein;<61744>;322;305
Sankt Kathrein am Offenegg;<61745>;563;502
St. Margarethen an der Raab;<61746>;2076;2047
Sankt Ruprecht an der Raab;<61765>;2690;2738
Sinabelkirchen;<61748>;2227;2181
Strallegg;<61750>;963;947
Thannhausen;<61751>;1229;1246
Weiz;<61766>;5704;6052
Bad Blumau;<62202>;823;810
Bad Waltersdorf;<62264>;1961;1936
Buch-St. Magdalena;<62205>;1100;1057
Burgau;<62206>;513;537
Dechantskirchen;<62265>;1008;996
Ebersdorf;<62209>;634;651
Feistritztal;<62266>;1215;1187
Friedberg;<62211>;1296;1327
Fürstenfeld;<62267>;4124;4531
Grafendorf bei Hartberg;<62268>;1594;1545
Greinbach;<62214>;907;913
Großsteinbach;<62216>;654;632
Großwilfersdorf;<62269>;1032;1064
Hartberg;<62219>;3153;3641
Hartberg Umgebung;<62220>;1136;1049
Hartl;<62270>;1070;1057
Ilz;<62271>;1866;1887
Kaindorf;<62272>;1493;1508
Lafnitz;<62226>;755;711
Bad Loipersdorf;<62273>;924;892
Neudau;<62274>;739;735
Ottendorf an der Rittschein;<62232>;775;794
Pinggau;<62233>;1603;1528
Pöllau;<62275>;2950;2992
Pöllauberg;<62235>;1032;1015
Rohr bei Hartberg;<62276>;719;725
Rohrbach an der Lafnitz;<62277>;1314;1329
Sankt Jakob im Walde;<62242>;533;504
Sankt Johann in der Haide;<62244>;1074;1110
Sankt Lorenzen am Wechsel;<62245>;723;709
Schäffern;<62247>;684;659
Söchau;<62252>;689;765
Stubenberg;<62256>;1067;1129
Vorau;<62278>;2327;2342
Waldbach-Mönichwald;<62279>;737;724
Wenigzell;<62262>;740;664
Bad Gleichenberg;<62375>;2514;2659
Bad Radkersburg;<62376>;1503;1676
Deutsch Goritz;<62377>;898;897
Edelsbach bei Feldbach;<62311>;654;679
Eichkögl;<62314>;688;659
Fehring;<62378>;3552;3615
Feldbach;<62379>;6496;6875
Gnas;<62380>;3001;2976
Halbenrain;<62326>;851;877
Jagerberg;<62330>;830;814
Kapfenstein;<62332>;768;782
Kirchbach in der Steiermark;<62381>;1653;1612
Kirchberg an der Raab;<62382>;2294;2288
Klöch;<62335>;595;578
Mettersdorf am Saßbach;<62343>;687;643
Mureck;<62383>;1759;1731
Paldau;<62384>;1556;1592
Pirching am Traubenberg;<62385>;1241;1281
Riegersburg;<62386>;2506;2420
Sankt Anna am Aigen;<62387>;1185;1182
Sankt Peter am Ottersbach;<62388>;1466;1451
Sankt Stefan im Rosental;<62389>;1979;1920
Straden;<62390>;1761;1747
Tieschen;<62368>;614;582
Unterlamm;<62372>;622;632
Bad Schwanberg;<60349>;2251;2269
Deutschlandsberg;<60344>;5615;6008
Eibiswald;<60345>;3207;3166
Frauental an der Laßnitz;<60305>;1484;1510
Groß Sankt Florian;<60346>;2079;2043
Lannach;<60318>;1802;1788
Pölfing-Brunn;<60323>;777;825
Preding;<60324>;908;907
Sankt Josef (Weststeiermark);<60326>;826;845
Sankt Martin im Sulmtal;<60347>;1562;1550
Sankt Peter im Sulmtal;<60329>;635;623
Sankt Stefan ob Stainz;<60348>;1789;1780
Stainz;<60350>;4237;4451
Wettmannstätten;<60341>;827;818
Wies;<60351>;2155;2134
Allerheiligen bei Wildon;<61001>;748;812
Arnfels;<61002>;477;484
Ehrenhausen an der Weinstraße;<61049>;1228;1284
Empersdorf;<61007>;748;658
Gabersdorf;<61008>;620;639
Gamlitz;<61050>;1616;1584
Gleinstätten;<61051>;1338;1435
Gralla;<61012>;1293;1287
Großklein;<61013>;1133;1131
Heiligenkreuz am Waasen;<61052>;1409;1424
Heimschuh;<61016>;973;1016
Hengsberg;<61017>;761;742
Kitzeck im Sausal;<61019>;602;612
Lang;<61020>;678;673
Lebring-Sankt Margarethen;<61021>;1070;1123
Leibnitz;<61053>;6051;6493
Leutschach an der Weinstraße;<61054>;1811;1808
Oberhaag;<61024>;1058;1006
Ragnitz;<61027>;758;740
Sankt Andrä-Höch;<61030>;877;824
Sankt Georgen an der Stiefing;<61055>;783;801
Sankt Johann im Saggautal;<61032>;1014;985
Sankt Nikolai im Sausal;<61033>;1167;1165
Sankt Veit in der Südsteiermark;<61060>;2239;2136
Schwarzautal;<61057>;1160;1146
Straß in Steiermark;<61061>;3192;3138
Tillmitsch;<61043>;1738;1719
Wagna;<61045>;3055;3294
Wildon;<61059>;2690;2848
Bärnbach;<61626>;2786;2936
Edelschrott;<61627>;856;824
Geistthal-Södingberg;<61628>;761;726
Hirschegg-Pack;<61629>;520;497
Kainach bei Voitsberg;<61630>;805;798
Köflach;<61631>;4618;5071
Krottendorf-Gaisfeld;<61611>;1265;1194
Ligist;<61612>;1574;1631
Maria Lankowitz;<61632>;1323;1428
Mooskirchen;<61615>;1067;1131
Rosental an der Kainach;<61618>;832;818
Sankt Martin am Wöllmißberg;<61621>;407;404
Söding-Sankt Johann;<61633>;2041;2104
Stallhofen;<61624>;1551;1588
Voitsberg;<61625>;4512;4879
Krakau;<61437>;722;663
Mühlen;<61410>;452;429
Murau;<61438>;1615;1852
Neumarkt in der Steiermark;<61439>;2395;2481
Niederwölz;<61413>;290;312
Oberwölz ;<61440>;1484;1466
Ranten;<61441>;581;564
Sankt Georgen am Kreischberg;<61442>;849;866
Sankt Lambrecht;<61443>;865;901
St. Peter am Kammersberg;<61425>;1011;1017
Scheifling;<61444>;1049;1095
Schöder;<61428>;469;464
Stadl-Predlitz;<61445>;847;836
Teufenbach-Katsch;<61446>;930;944
Fohnsdorf;<62007>;3658;3953
Gaal;<62008>;672;662
Großlobming;<62039>;913;929
Hohentauern;<62010>;195;196
Judenburg;<62040>;4614;5017
Knittelfeld;<62041>;6230;6344
Kobenz;<62014>;940;983
Obdach;<62042>;1886;1861
Pöls-Oberkurzheim;<62043>;1464;1480
Pölstal;<62044>;1254;1302
Pusterwald;<62021>;227;203
Sankt Georgen ob Judenburg;<62026>;424;435
Sankt Marein-Feistritz;<62045>;1037;1002
Sankt Margarethen bei Knittelfeld;<62046>;1324;1327
Sankt Peter ob Judenburg;<62032>;532;544
Seckau;<62034>;655;647
Spielberg;<62047>;2659;2702
Unzmarkt-Frauenburg;<62036>;629;630
Weißkirchen in Steiermark;<62048>;2363;2424
Zeltweg;<62038>;3550;3489
Altheim;<40401>;2469;2520
Aspach;<40402>;1322;1282
Auerbach;<40403>;358;360
Braunau am Inn;<40404>;8674;8764
Burgkirchen;<40405>;1390;1353
Eggelsberg;<40406>;1296;1248
Feldkirchen bei Mattighofen;<40407>;1003;1014
Franking;<40408>;500;518
Geretsberg;<40409>;589;582
Gilgenberg am Weilhart;<40410>;689;682
Haigermoos;<40411>;322;301
Handenberg;<40412>;681;647
Helpfau-Uttendorf;<40413>;1901;1796
Hochburg-Ach;<40414>;1677;1661
Höhnhart;<40415>;733;710
Jeging;<40416>;342;344
Kirchberg bei Mattighofen;<40417>;590;614
Lengau;<40418>;2462;2435
Lochen am See;<40419>;1442;1430
Maria Schmolln;<40420>;701;735
Mattighofen;<40421>;3506;3592
Mauerkirchen;<40422>;1238;1301
Mining;<40423>;632;632
Moosbach;<40424>;580;522
Moosdorf;<40425>;844;862
Munderfing;<40426>;1542;1550
Neukirchen an der Enknach;<40427>;1153;1125
Ostermiething;<40428>;1614;1670
Palting;<40429>;518;537
Perwang am Grabensee;<40430>;554;519
Pfaffstätt;<40431>;600;581
Pischelsdorf am Engelbach;<40432>;882;819
Polling im Innkreis;<40433>;493;495
Roßbach;<40434>;444;449
St. Georgen am Fillmannsbach;<40435>;219;211
St. Johann am Walde;<40436>;1017;1026
St. Pantaleon;<40437>;1612;1596
St. Peter am Hart;<40438>;1195;1232
St. Radegund;<40439>;315;295
St. Veit im Innkreis;<40440>;212;200
Schalchen;<40441>;2020;1995
Schwand im Innkreis;<40442>;509;491
Tarsdorf;<40443>;1078;1035
Treubach;<40444>;382;355
Überackern;<40445>;359;322
Weng im Innkreis;<40446>;707;718
Aistersheim;<40801>;480;473
Bad Schallerbach;<40802>;2050;2159
Eschenau im Hausruckkreis;<40804>;550;497
Gallspach;<40805>;1423;1386
Gaspoltshofen;<40806>;1790;1790
Geboltskirchen;<40807>;723;717
Grieskirchen;<40808>;2369;2615
Haag am Hausruck;<40809>;1104;1097
Heiligenberg;<40810>;350;352
Hofkirchen an der Trattnach;<40811>;844;822
Kallham;<40812>;1264;1233
Kematen am Innbach;<40813>;735;690
Meggenhofen;<40814>;794;773
Michaelnbach;<40815>;658;601
Natternbach;<40816>;1156;1140
Neukirchen am Walde;<40817>;807;831
Neumarkt im Hausruckkreis;<40818>;739;741
Peuerbach;<40835>;2342;2319
Pollham;<40821>;498;475
Pötting;<40820>;259;282
Pram;<40822>;843;843
Rottenbach;<40823>;555;552
St. Agatha;<40824>;1102;1043
St. Georgen bei Grieskirchen;<40825>;669;683
St. Thomas;<40826>;284;281
Schlüßlberg;<40827>;1493;1538
Steegen;<40828>;551;527
Taufkirchen an der Trattnach;<40829>;967;968
Tollet;<40830>;468;466
Waizenkirchen;<40831>;1854;1862
Wallern an der Trattnach;<40832>;1525;1560
Weibern;<40833>;858;857
Wendling;<40834>;440;420
Andrichsfurt;<41201>;397;386
Antiesenhofen;<41202>;520;535
Aurolzmünster;<41203>;1506;1578
Eberschwang;<41204>;1731;1726
Eitzing;<41205>;441;437
Geiersberg;<41206>;240;259
Geinberg;<41207>;707;713
Gurten;<41208>;614;584
Hohenzell;<41209>;1147;1123
Kirchdorf am Inn;<41210>;327;318
Kirchheim im Innkreis;<41211>;370;354
Lambrechten;<41212>;683;645
Lohnsburg am Kobernaußerwald;<41213>;1093;1118
Mehrnbach;<41214>;1164;1184
Mettmach;<41215>;1195;1189
Mörschwang;<41216>;178;162
Mühlheim am Inn;<41217>;332;329
Neuhofen im Innkreis;<41218>;1245;1239
Obernberg am Inn;<41219>;823;820
Ort im Innkreis;<41220>;682;617
Pattigham;<41221>;521;500
Peterskirchen;<41222>;340;341
Pramet;<41223>;522;504
Reichersberg;<41224>;804;781
Ried im Innkreis;<41225>;5953;6256
St. Georgen bei Obernberg am Inn;<41226>;290;263
St. Marienkirchen am Hausruck;<41227>;456;450
St. Martin im Innkreis;<41228>;1049;1050
Schildorn;<41229>;603;597
Senftenbach;<41230>;406;375
Taiskirchen im Innkreis;<41231>;1208;1205
Tumeltsham;<41232>;787;800
Utzenaich;<41233>;817;802
Waldzell;<41234>;1140;1130
Weilbach;<41235>;322;303
Wippenham;<41236>;283;281
Altschwendt;<41401>;341;354
Andorf;<41402>;2598;2605
Brunnenthal;<41403>;1050;1035
Diersbach;<41404>;787;758
Dorf an der Pram;<41405>;521;551
Eggerding;<41406>;680;659
Engelhartszell;<41407>;455;454
Enzenkirchen;<41408>;927;867
Esternberg;<41409>;1431;1419
Freinberg;<41410>;708;732
Kopfing im Innkreis;<41411>;1009;961
Mayrhof;<41412>;167;151
Münzkirchen;<41413>;1279;1268
Raab;<41414>;1141;1125
Rainbach im Innkreis;<41415>;746;771
Riedau;<41416>;1043;1025
St. Aegidi;<41417>;771;770
St. Florian am Inn;<41418>;1544;1594
St. Marienkirchen bei Schärding;<41419>;961;981
St. Roman;<41420>;877;861
St. Willibald;<41421>;558;564
Schardenberg;<41423>;1221;1233
Schärding;<41422>;2512;2704
Sigharting;<41424>;423;403
Suben;<41425>;937;624
Taufkirchen an der Pram;<41426>;1469;1471
Vichtenstein;<41427>;301;316
Waldkirchen am Wesen;<41428>;604;581
Wernstein am Inn;<41429>;779;775
Zell an der Pram;<41430>;997;989
Linz;<40101>;100472;106065
Wels;<40301>;30995;31659
Alkoven;<40501>;3044;3024
Aschach an der Donau;<40502>;1096;1095
Eferding;<40503>;2056;2220
Fraham;<40504>;1246;1210
Haibach ob der Donau;<40505>;663;608
Hartkirchen;<40506>;1993;2049
Hinzenbach;<40507>;1016;1046
Prambachkirchen;<40508>;1507;1455
Pupping;<40509>;930;876
St. Marienkirchen an der Polsenz;<40510>;1207;1128
Scharten;<40511>;1148;1126
Stroheim;<40512>;816;809
Allhaming;<41001>;606;602
Ansfelden;<41002>;8766;8667
Asten;<41003>;3484;3351
Eggendorf im Traunkreis;<41004>;550;540
Enns;<41005>;5904;5996
Hargelsberg;<41006>;703;717
Hofkirchen im Traunkreis;<41008>;984;974
Hörsching;<41007>;3072;3212
Kematen an der Krems;<41009>;1495;1480
Kirchberg-Thening;<41010>;1212;1273
Kronstorf;<41011>;1772;1780
Leonding;<41012>;13872;15066
Neuhofen an der Krems;<41014>;3250;3428
Niederneukirchen;<41015>;1066;1041
Oftering;<41016>;1066;1068
Pasching;<41017>;3911;3777
Piberbach;<41018>;937;944
Pucking;<41019>;2076;2008
St. Florian;<41013>;3037;3115
St. Marien;<41020>;2425;2446
Traun;<41021>;12370;12458
Wilhering;<41022>;2951;2939
Alberndorf in der Riedmark;<41601>;2117;2097
Altenberg bei Linz;<41602>;2335;2298
Eidenberg;<41604>;1088;1013
Engerwitzdorf;<41605>;4413;4446
Feldkirchen an der Donau;<41606>;2691;2670
Gallneukirchen;<41607>;3220;3405
Goldwörth;<41608>;411;386
Gramastetten;<41609>;2535;2565
Hellmonsödt;<41611>;1159;1190
Herzogsdorf;<41612>;1389;1286
Kirchschlag bei Linz;<41613>;1105;1082
Lichtenberg;<41614>;1391;1396
Ottensheim;<41617>;2297;2467
Puchenau;<41618>;2132;2399
