2024;;;
Gramatneusiedl;<30731>;1783;1894
Hainburg a.d. Donau;<30710>;3410;3623
Haslau-Maria Ellend;<30711>;1003;1026
Himberg;<30732>;4031;4161
Hof am Leithaberge;<30713>;861;823
Höflein;<30712>;601;619
Hundsheim;<30715>;307;359
Klein-Neusiedl;<30733>;451;508
Lanzendorf;<30734>;957;991
Leopoldsdorf;<30735>;2696;2780
Mannersdorf am Leithagebirge;<30716>;2103;2121
Maria-Lanzendorf;<30736>;1080;1164
Moosbrunn;<30737>;879;930
Petronell-Carnuntum;<30718>;644;628
Prellenkirchen;<30719>;869;825
Rauchenwarth;<30738>;393;412
Rohrau;<30721>;831;839
Scharndorf;<30722>;626;606
Schwadorf;<30739>;1145;1159
Schwechat;<30740>;10561;10666
Sommerein;<30724>;1072;1153
Trautmannsdorf an der Leitha;<30726>;1456;1492
Wolfsthal;<30728>;624;622
Zwölfaxing;<30741>;844;835
Achau;<31701>;845;846
Biedermannsdorf;<31702>;1494;1654
Breitenfurt bei Wien;<31703>;2913;3103
Brunn am Gebirge;<31704>;6012;6289
Gaaden;<31706>;762;836
Gießhübl;<31707>;1187;1287
Gumpoldskirchen;<31709>;1925;2099
Guntramsdorf;<31710>;4613;4753
Hennersdorf;<31711>;754;788
Hinterbrühl;<31712>;1919;1976
Kaltenleutgeben;<31713>;1612;1700
Laab im Walde;<31714>;528;591
Laxenburg;<31715>;1450;1610
Maria Enzersdorf;<31716>;4151;4640
Mödling;<31717>;9788;10792
Münchendorf;<31718>;1562;1657
Perchtoldsdorf;<31719>;7196;7713
Vösendorf;<31723>;3704;3974
Wiener Neudorf;<31725>;4687;4941
Wienerwald;<31726>;1428;1485
Wien 1.,Innere Stadt;<90101>;7888;8650
Wien 2.,Leopoldstadt;<90201>;53974;56126
Wien 3.,Landstraße;<90301>;47488;50910
Wien 4.,Wieden;<90401>;16165;16990
Wien 5.,Margareten;<90501>;27210;27190
Wien 6.,Mariahilf;<90601>;15236;16150
Wien 7.,Neubau;<90701>;15255;16258
Wien 8.,Josefstadt;<90801>;12013;12486
Wien 9.,Alsergrund;<90901>;19787;21844
Wien 10.,Favoriten;<91001>;111939;108385
Wien 11.,Simmering;<91101>;54879;55680
Wien 12.,Meidling;<91201>;50297;51417
Wien 13.,Hietzing;<91301>;26041;29464
Wien 14.,Penzing;<91401>;47903;50258
Wien 15.,Rudolfsheim-Fünfhaus;<91501>;38985;37396
Wien 16.,Ottakring;<91601>;51517;51253
Wien 17.,Hernals;<91701>;27976;28695
Wien 18.,Währing;<91801>;23893;27502
Wien 19.,Döbling;<91901>;35332;40068
Wien 20.,Brigittenau;<92001>;43637;43293
Wien 21.,Floridsdorf;<92101>;90783;95450
Wien 22.,Donaustadt;<92201>;106354;114440
Wien 23.,Liesing;<92301>;58359;62944
Klagenfurt am Wörther See;<20101>;49986;54880
Villach;<20201>;31729;33871
Ebenthal in Kärnten;<20402>;4058;4185
Feistritz im Rosental;<20403>;1249;1284
Ferlach;<20405>;3743;3721
Grafenstein;<20409>;1514;1549
Keutschach am See;<20412>;1187;1249
Köttmannsdorf;<20414>;1613;1542
Krumpendorf am Wörthersee;<20415>;1686;1839
Ludmannsdorf;<20416>;904;887
Magdalensberg;<20442>;1841;1867
Maria Rain;<20417>;1343;1376
Maria Saal;<20418>;1961;2045
Maria Wörth;<20419>;768;880
Moosburg;<20421>;2225;2369
Poggersdorf;<20425>;1641;1662
Pörtschach am Wörther See;<20424>;1418;1523
St. Margareten im Rosental;<20428>;536;552
Schiefling am See;<20432>;1350;1331
Techelsberg am Wörther See;<20435>;1109;1117
Zell;<20441>;312;272
Afritz am See;<20701>;687;767
Arnoldstein;<20702>;3505;3638
Arriach;<20703>;682;659
Bad Bleiberg;<20705>;1069;1097
Feistritz an der Gail;<20707>;328;322
Feld am See;<20708>;531;529
Ferndorf;<20710>;1033;991
Finkenstein am Faaker See;<20711>;4634;4768
Fresach;<20712>;620;623
Hohenthurn;<20713>;412;496
Nötsch im Gailtal;<20719>;1148;1192
Paternion;<20720>;2792;2975
Rosegg;<20721>;952;953
St. Jakob im Rosental;<20722>;2169;2173
Stockenboi;<20723>;773;777
Treffen am Ossiacher See;<20724>;2226;2375
Velden am Wörther See;<20725>;4371;4727
Weißenstein;<20726>;1466;1444
Wernberg;<20727>;2739;2911
Dellach;<20302>;599;584
Gitschtal;<20320>;597;638
Hermagor-Pressegger See;<20305>;3422;3548
Kirchbach;<20306>;1265;1227
Kötschach-Mauthen;<20307>;1641;1700
Lesachtal;<20321>;646;623
St. Stefan im Gailtal;<20316>;766;788
Bad Kleinkirchheim;<20601>;817;846
Baldramsdorf;<20602>;902;944
Berg im Drautal;<20603>;616;617
Dellach im Drautal;<20604>;809;797
Flattach;<20607>;567;584
Gmünd in Kärnten;<20608>;1252;1320
Greifenburg;<20609>;869;848
Großkirchheim;<20605>;665;654
Heiligenblut am Großglockner;<20610>;478;470
Irschen;<20611>;991;926
Kleblach-Lind;<20613>;584;581
Krems in Kärnten;<20642>;826;788
Lendorf;<20616>;880;881
Lurnfeld;<20643>;1307;1350
Mallnitz;<20618>;366;412
Malta;<20619>;920;955
Millstatt am See;<20620>;1672;1810
Mörtschach;<20622>;431;388
Mühldorf;<20624>;477;527
Oberdrauburg;<20625>;620;590
Obervellach;<20627>;1085;1101
Radenthein;<20630>;2769;2987
Rangersdorf;<20631>;839;863
Reißeck;<20644>;1058;1020
Rennweg am Katschberg;<20632>;825;853
Sachsenburg;<20633>;643;691
Seeboden am Millstätter See;<20634>;3226;3496
Spittal an der Drau;<20635>;7215;8054
Stall;<20636>;753;726
Steinfeld;<20637>;1000;1016
Trebesing;<20638>;601;545
Weißensee;<20639>;374;390
Winklern;<20640>;591;593
Albeck;<21001>;470;505
Feldkirchen in Kärnten;<21002>;7028;7399
Glanegg;<21003>;908;852
Gnesau;<21004>;544;493
Himmelberg;<21005>;1193;1132
Ossiach;<21006>;378;416
Reichenau;<21007>;894;859
St. Urban;<21008>;826;751
Steindorf am Ossiacher See;<21009>;1888;1962
Steuerberg;<21010>;794;786
Althofen;<20501>;2403;2517
Brückl;<20502>;1354;1403
Deutsch-Griffen;<20503>;443;398
Eberstein;<20504>;614;609
Frauenstein;<20534>;1784;1811
Friesach;<20505>;2359;2524
Glödnitz;<20506>;427;405
Gurk;<20508>;598;595
Guttaring;<20509>;769;722
Hüttenberg;<20511>;658;617
Kappel am Krappfeld;<20512>;970;987
Klein St. Paul;<20513>;888;898
Liebenfels;<20515>;1709;1702
Metnitz;<20518>;942;903
Micheldorf;<20519>;472;479
Mölbling;<20520>;679;641
St. Georgen am Längsee;<20523>;1777;1843
St. Veit an der Glan;<20527>;5832;6432
Straßburg;<20530>;961;1017
Weitensfeld im Gurktal;<20531>;1005;993
Bleiburg;<20801>;1996;1993
Diex;<20802>;413;376
Eberndorf;<20803>;2922;2992
Eisenkappel-Vellach;<20804>;1126;1082
Feistritz ob Bleiburg;<20805>;1146;1120
Gallizien;<20806>;888;905
Globasnitz;<20807>;805;772
Griffen;<20808>;1702;1691
Neuhaus;<20810>;490;525
Ruden;<20812>;756;751
St. Kanzian am Klopeiner See;<20813>;2246;2391
Sittersdorf;<20815>;969;997
Völkermarkt;<20817>;5336;5620
Bad St. Leonhard im Lavanttal;<20901>;2194;2071
Frantschach-St. Gertraud;<20905>;1204;1224
Lavamünd;<20909>;1426;1361
Preitenegg;<20911>;449;446
Reichenfels;<20912>;863;857
St. Andrä;<20913>;4929;4912
St. Georgen im Lavanttal;<20914>;956;957
St. Paul im Lavanttal;<20918>;1556;1604
Wolfsberg;<20923>;12355;12729
Graz;<60101>;149935;152814
Deutschfeistritz;<60659>;2181;2283
Dobl-Zwaring;<60660>;1881;1886
Eggersdorf bei Graz;<60661>;3634;3609
Feldkirchen bei Graz;<60608>;3604;3683
Fernitz-Mellach;<60662>;2416;2546
Frohnleiten;<60663>;3233;3435
Gössendorf;<60611>;2110;2127
Gratkorn;<60613>;4121;4189
Gratwein-Straßengel;<60664>;6325;6554
Hart bei Graz;<60617>;2685;2798
Haselsdorf-Tobelbad;<60618>;813;809
Hausmannstätten;<60619>;1856;1921
Hitzendorf;<60665>;3676;3684
Kainbach bei Graz;<60623>;1477;1401
Kalsdorf bei Graz;<60624>;4307;4355
Kumberg;<60626>;1938;1984
Laßnitzhöhe;<60628>;1357;1524
Lieboch;<60629>;2704;2877
Nestelbach bei Graz;<60666>;1345;1406
Peggau;<60632>;1194;1219
Raaba-Grambach;<60667>;2421;2562
Sankt Bartholomä;<60639>;744;759
Sankt Marein bei Graz;<60668>;1874;1884
Sankt Oswald bei Plankenwarth;<60641>;625;653
Sankt Radegund bei Graz;<60642>;1064;1103
Seiersberg-Pirka;<60669>;6054;6204
Semriach;<60645>;1620;1582
Stattegg;<60646>;1487;1546
Stiwoll;<60647>;335;367
Thal;<60648>;1227;1271
Übelbach;<60651>;1052;1023
Unterpremstätten-Zettling;<60670>;3588;3493
Vasoldsberg;<60653>;2388;2401
Weinitzen;<60654>;1371;1368
Werndorf;<60655>;1415;1433
Wundschuh;<60656>;839;822
Admont;<61253>;2361;2545
Aich;<61254>;651;662
Aigen im Ennstal;<61203>;1352;1363
Altaussee;<61204>;923;980
Altenmarkt bei Sankt Gallen;<61205>;392;412
Ardning;<61206>;608;684
Bad Aussee;<61207>;2368;2634
Bad Mitterndorf;<61255>;2472;2463
Gaishorn am See;<61256>;659;681
Gröbming;<61213>;1540;1662
Grundlsee;<61215>;554;607
Haus;<61217>;1218;1227
Irdning-Donnersbachtal;<61257>;2056;2146
Landl;<61258>;1267;1243
Lassing;<61222>;837;849
Liezen;<61259>;3962;4249
Michaelerberg-Pruggern;<61260>;637;625
Mitterberg-Sankt Martin;<61261>;985;969
Öblarn;<61262>;948;967
Ramsau am Dachstein;<61236>;1417;1500
Rottenmann;<61263>;2509;2518
Sankt Gallen;<61264>;889;914
Schladming;<61265>;3153;3395
Selzthal;<61243>;768;730
Sölk;<61266>;756;733
Stainach-Pürgg;<61267>;1296;1415
Trieben;<61247>;1618;1688
Wildalpen;<61251>;219;215
Wörschach;<61252>;595;592
Eisenerz;<61101>;1636;1803
Kalwang;<61105>;463;534
Kammern im Liesingtal;<61106>;817;856
Kraubath an der Mur;<61107>;672;696
Leoben;<61108>;12226;12379
Mautern in Steiermark;<61109>;818;849
Niklasdorf;<61110>;1147;1193
Proleb;<61111>;738;831
Radmer;<61112>;249;236
Sankt Michael in Obersteiermark;<61113>;1513;1578
Sankt Peter-Freienstein;<61114>;1161;1159
Sankt Stefan ob Leoben;<61115>;888;908
Traboch;<61116>;683;727
Trofaiach;<61120>;5335;5672
Vordernberg;<61118>;464;459
Wald am Schoberpaß;<61119>;259;264
Aflenz ;<62138>;1205;1256
Breitenau am Hochlantsch;<62105>;806;771
Bruck an der Mur;<62139>;7618;8132
Kapfenberg;<62140>;10901;11179
Kindberg;<62141>;4137;4262
Krieglach;<62115>;2632;2772
Langenwang;<62116>;1924;1977
Mariazell;<62142>;1731;1892
Mürzzuschlag;<62143>;3844;4075
Neuberg an der Mürz;<62144>;1168;1133
Pernegg an der Mur;<62125>;1273;1313
Sankt Barbara im Mürztal;<62145>;3162;3282
Sankt Lorenzen im Mürztal;<62128>;1874;1901
Sankt Marein im Mürztal;<62146>;1453;1422
Spital am Semmering;<62131>;827;872
Stanz im Mürztal;<62132>;908;873
Thörl;<62147>;1080;1089
Tragöß-Sankt Katharein;<62148>;868;894
Turnau;<62135>;746;792
Albersdorf-Prebuch;<61701>;1112;1156
Anger;<61756>;2008;1980
Birkfeld;<61757>;2458;2517
Fischbach;<61708>;774;727
Fladnitz an der Teichalm;<61758>;908;889
Floing;<61710>;601;612
Gasen;<61711>;431;423
Gersdorf an der Feistritz;<61759>;877;878
Gleisdorf;<61760>;5608;5917
Gutenberg;<61761>;835;819
Hofstätten an der Raab;<61719>;1193;1186
Ilztal;<61762>;1093;1106
Ludersdorf-Wilfersdorf;<61727>;1279;1276
Markt Hartmannsdorf;<61716>;1497;1499
Miesenbach bei Birkfeld;<61728>;333;329
Mitterdorf an der Raab;<61729>;1070;1067
Mortantsch;<61730>;1145;1128
Naas;<61731>;664;670
Passail;<61763>;2211;2168
Pischelsdorf am Kulm;<61764>;1890;1972
Puch bei Weiz;<61740>;1040;995
Ratten;<61741>;546;549
Rettenegg;<61743>;363;338
St. Kathrein am Hauenstein;<61744>;320;286
Sankt Kathrein am Offenegg;<61745>;569;494
St. Margarethen an der Raab;<61746>;2104;2105
Sankt Ruprecht an der Raab;<61765>;2837;2831
Sinabelkirchen;<61748>;2279;2206
Strallegg;<61750>;970;933
Thannhausen;<61751>;1218;1249
Weiz;<61766>;5866;6127
Bad Blumau;<62202>;820;854
Bad Waltersdorf;<62264>;1997;1951
Buch-St. Magdalena;<62205>;1104;1080
Burgau;<62206>;537;553
Dechantskirchen;<62265>;1009;1002
Ebersdorf;<62209>;649;654
Feistritztal;<62266>;1197;1170
Friedberg;<62211>;1324;1333
Fürstenfeld;<62267>;4248;4654
Grafendorf bei Hartberg;<62268>;1651;1606
Greinbach;<62214>;955;929
Großsteinbach;<62216>;668;635
Großwilfersdorf;<62269>;1062;1053
Hartberg;<62219>;3145;3568
Hartberg Umgebung;<62220>;1154;1084
Hartl;<62270>;1064;1047
Ilz;<62271>;1884;1894
Kaindorf;<62272>;1482;1521
Lafnitz;<62226>;789;675
Bad Loipersdorf;<62273>;912;895
Neudau;<62274>;759;783
Ottendorf an der Rittschein;<62232>;786;807
Pinggau;<62233>;1585;1509
Pöllau;<62275>;2937;2994
Pöllauberg;<62235>;1011;988
Rohr bei Hartberg;<62276>;695;709
Rohrbach an der Lafnitz;<62277>;1307;1316
Sankt Jakob im Walde;<62242>;521;491
Sankt Johann in der Haide;<62244>;1097;1168
Sankt Lorenzen am Wechsel;<62245>;726;692
Schäffern;<62247>;682;650
Söchau;<62252>;696;770
Stubenberg;<62256>;1095;1136
Vorau;<62278>;2278;2346
Waldbach-Mönichwald;<62279>;693;697
Wenigzell;<62262>;743;657
Bad Gleichenberg;<62375>;2495;2732
Bad Radkersburg;<62376>;1539;1688
Deutsch Goritz;<62377>;888;879
Edelsbach bei Feldbach;<62311>;659;703
Eichkögl;<62314>;709;683
Fehring;<62378>;3546;3647
Feldbach;<62379>;6564;6951
Gnas;<62380>;3010;2967
Halbenrain;<62326>;840;854
Jagerberg;<62330>;822;789
Kapfenstein;<62332>;744;753
Kirchbach in der Steiermark;<62381>;1623;1566
Kirchberg an der Raab;<62382>;2310;2324
Klöch;<62335>;591;564
Mettersdorf am Saßbach;<62343>;686;674
Mureck;<62383>;1784;1724
Paldau;<62384>;1518;1577
Pirching am Traubenberg;<62385>;1270;1264
Riegersburg;<62386>;2521;2484
Sankt Anna am Aigen;<62387>;1189;1186
Sankt Peter am Ottersbach;<62388>;1460;1437
Sankt Stefan im Rosental;<62389>;1909;1879
Straden;<62390>;1731;1719
Tieschen;<62368>;614;596
Unterlamm;<62372>;613;626
Bad Schwanberg;<60349>;2209;2204
Deutschlandsberg;<60344>;5727;6026
Eibiswald;<60345>;3186;3115
Frauental an der Laßnitz;<60305>;1582;1631
Groß Sankt Florian;<60346>;2046;2049
Lannach;<60318>;1836;1832
Pölfing-Brunn;<60323>;776;800
Preding;<60324>;948;968
Sankt Josef (Weststeiermark);<60326>;832;868
Sankt Martin im Sulmtal;<60347>;1528;1497
Sankt Peter im Sulmtal;<60329>;654;638
Sankt Stefan ob Stainz;<60348>;1840;1814
Stainz;<60350>;4233;4423
Wettmannstätten;<60341>;845;825
Wies;<60351>;2157;2129
Allerheiligen bei Wildon;<61001>;789;841
Arnfels;<61002>;478;504
Ehrenhausen an der Weinstraße;<61049>;1176;1232
Empersdorf;<61007>;734;653
Gabersdorf;<61008>;639;641
Gamlitz;<61050>;1621;1574
Gleinstätten;<61051>;1356;1454
Gralla;<61012>;1405;1478
Großklein;<61013>;1125;1103
Heiligenkreuz am Waasen;<61052>;1461;1459
Heimschuh;<61016>;973;1016
Hengsberg;<61017>;784;763
Kitzeck im Sausal;<61019>;579;588
Lang;<61020>;699;668
Lebring-Sankt Margarethen;<61021>;1109;1172
Leibnitz;<61053>;6512;6850
Leutschach an der Weinstraße;<61054>;1791;1745
Oberhaag;<61024>;1068;968
Ragnitz;<61027>;799;804
Sankt Andrä-Höch;<61030>;882;848
Sankt Georgen an der Stiefing;<61055>;797;805
Sankt Johann im Saggautal;<61032>;1005;961
Sankt Nikolai im Sausal;<61033>;1179;1157
Sankt Veit in der Südsteiermark;<61060>;2262;2200
Schwarzautal;<61057>;1174;1192
Straß in Steiermark;<61061>;3244;3203
Tillmitsch;<61043>;1939;1968
Wagna;<61045>;3166;3359
Wildon;<61059>;2822;2927
Bärnbach;<61626>;2798;3018
Edelschrott;<61627>;835;797
Geistthal-Södingberg;<61628>;714;735
Hirschegg-Pack;<61629>;494;510
Kainach bei Voitsberg;<61630>;771;784
Köflach;<61631>;4608;4993
Krottendorf-Gaisfeld;<61611>;1252;1196
Ligist;<61612>;1577;1641
Maria Lankowitz;<61632>;1316;1376
Mooskirchen;<61615>;1081;1110
Rosental an der Kainach;<61618>;846;875
Sankt Martin am Wöllmißberg;<61621>;397;393
Söding-Sankt Johann;<61633>;2115;2209
Stallhofen;<61624>;1578;1633
Voitsberg;<61625>;4671;4946
Krakau;<61437>;694;660
Mühlen;<61410>;450;415
Murau;<61438>;1572;1793
Neumarkt in der Steiermark;<61439>;2388;2487
Niederwölz;<61413>;289;313
Oberwölz ;<61440>;1468;1454
Ranten;<61441>;581;558
Sankt Georgen am Kreischberg;<61442>;832;848
Sankt Lambrecht;<61443>;856;935
St. Peter am Kammersberg;<61425>;980;993
Scheifling;<61444>;1066;1079
Schöder;<61428>;441;442
Stadl-Predlitz;<61445>;839;816
Teufenbach-Katsch;<61446>;908;905
Fohnsdorf;<62007>;3629;3956
Gaal;<62008>;655;666
Großlobming;<62039>;897;921
Hohentauern;<62010>;189;185
Judenburg;<62040>;4687;5004
Knittelfeld;<62041>;6307;6412
Kobenz;<62014>;1005;1077
Obdach;<62042>;1881;1902
Pöls-Oberkurzheim;<62043>;1398;1395
Pölstal;<62044>;1250;1286
Pusterwald;<62021>;231;199
Sankt Georgen ob Judenburg;<62026>;421;420
Sankt Marein-Feistritz;<62045>;1024;1002
Sankt Margarethen bei Knittelfeld;<62046>;1312;1313
Sankt Peter ob Judenburg;<62032>;578;570
Seckau;<62034>;666;656
Spielberg;<62047>;2638;2711
Unzmarkt-Frauenburg;<62036>;603;657
Weißkirchen in Steiermark;<62048>;2360;2441
Zeltweg;<62038>;3575;3501
Altheim;<40401>;2513;2542
Aspach;<40402>;1353;1297
Auerbach;<40403>;421;411
Braunau am Inn;<40404>;8842;8786
Burgkirchen;<40405>;1429;1345
Eggelsberg;<40406>;1475;1466
Feldkirchen bei Mattighofen;<40407>;1056;1089
Franking;<40408>;508;516
Geretsberg;<40409>;600;595
Gilgenberg am Weilhart;<40410>;667;655
Haigermoos;<40411>;325;316
Handenberg;<40412>;679;667
Helpfau-Uttendorf;<40413>;2014;1858
Hochburg-Ach;<40414>;1743;1662
Höhnhart;<40415>;762;713
Jeging;<40416>;387;409
Kirchberg bei Mattighofen;<40417>;658;633
Lengau;<40418>;2580;2547
Lochen am See;<40419>;1488;1488
Maria Schmolln;<40420>;718;747
Mattighofen;<40421>;3785;3832
Mauerkirchen;<40422>;1343;1384
Mining;<40423>;656;650
Moosbach;<40424>;602;544
Moosdorf;<40425>;879;877
Munderfing;<40426>;1508;1498
Neukirchen an der Enknach;<40427>;1183;1147
Ostermiething;<40428>;1667;1740
Palting;<40429>;630;634
Perwang am Grabensee;<40430>;577;552
Pfaffstätt;<40431>;675;607
Pischelsdorf am Engelbach;<40432>;920;861
Polling im Innkreis;<40433>;498;492
Roßbach;<40434>;437;451
St. Georgen am Fillmannsbach;<40435>;247;225
St. Johann am Walde;<40436>;1030;1031
St. Pantaleon;<40437>;1647;1601
St. Peter am Hart;<40438>;1284;1296
St. Radegund;<40439>;345;333
St. Veit im Innkreis;<40440>;205;190
Schalchen;<40441>;2118;2036
Schwand im Innkreis;<40442>;534;508
Tarsdorf;<40443>;1085;1063
Treubach;<40444>;396;370
Überackern;<40445>;361;329
Weng im Innkreis;<40446>;741;714
Aistersheim;<40801>;495;483
Bad Schallerbach;<40802>;2222;2318
Eschenau im Hausruckkreis;<40804>;554;507
Gallspach;<40805>;1452;1397
Gaspoltshofen;<40806>;1789;1826
Geboltskirchen;<40807>;748;722
Grieskirchen;<40808>;2446;2736
Haag am Hausruck;<40809>;1145;1153
Heiligenberg;<40810>;356;367
Hofkirchen an der Trattnach;<40811>;892;836
Kallham;<40812>;1262;1244
Kematen am Innbach;<40813>;724;684
Meggenhofen;<40814>;787;762
Michaelnbach;<40815>;682;618
Natternbach;<40816>;1172;1146
Neukirchen am Walde;<40817>;828;829
Neumarkt im Hausruckkreis;<40818>;770;757
Peuerbach;<40835>;2345;2338
Pollham;<40821>;517;502
Pötting;<40820>;277;293
Pram;<40822>;858;852
Rottenbach;<40823>;567;566
St. Agatha;<40824>;1114;1047
St. Georgen bei Grieskirchen;<40825>;652;669
St. Thomas;<40826>;299;282
Schlüßlberg;<40827>;1531;1542
Steegen;<40828>;564;531
Taufkirchen an der Trattnach;<40829>;976;976
Tollet;<40830>;472;477
Waizenkirchen;<40831>;1924;1957
Wallern an der Trattnach;<40832>;1533;1590
Weibern;<40833>;840;852
Wendling;<40834>;457;436
Andrichsfurt;<41201>;402;394
Antiesenhofen;<41202>;553;547
Aurolzmünster;<41203>;1560;1650
Eberschwang;<41204>;1778;1768
Eitzing;<41205>;454;466
Geiersberg;<41206>;240;249
Geinberg;<41207>;730;741
Gurten;<41208>;629;595
Hohenzell;<41209>;1178;1159
Kirchdorf am Inn;<41210>;346;327
Kirchheim im Innkreis;<41211>;414;389
Lambrechten;<41212>;680;659
Lohnsburg am Kobernaußerwald;<41213>;1105;1104
Mehrnbach;<41214>;1163;1200
Mettmach;<41215>;1218;1197
Mörschwang;<41216>;172;162
Mühlheim am Inn;<41217>;347;347
Neuhofen im Innkreis;<41218>;1256;1262
Obernberg am Inn;<41219>;848;851
Ort im Innkreis;<41220>;717;652
Pattigham;<41221>;553;527
Peterskirchen;<41222>;335;331
Pramet;<41223>;535;502
Reichersberg;<41224>;851;798
Ried im Innkreis;<41225>;6267;6407
St. Georgen bei Obernberg am Inn;<41226>;287;257
St. Marienkirchen am Hausruck;<41227>;460;438
St. Martin im Innkreis;<41228>;1125;1103
Schildorn;<41229>;613;611
Senftenbach;<41230>;406;381
Taiskirchen im Innkreis;<41231>;1210;1204
Tumeltsham;<41232>;799;800
Utzenaich;<41233>;840;807
Waldzell;<41234>;1182;1135
Weilbach;<41235>;306;295
Wippenham;<41236>;284;275
Altschwendt;<41401>;358;364
Andorf;<41402>;2614;2604
Brunnenthal;<41403>;1048;1012
Diersbach;<41404>;782;744
Dorf an der Pram;<41405>;536;559
Eggerding;<41406>;706;695
Engelhartszell;<41407>;472;449
Enzenkirchen;<41408>;930;879
Esternberg;<41409>;1432;1423
Freinberg;<41410>;743;772
Kopfing im Innkreis;<41411>;998;972
Mayrhof;<41412>;161;154
Münzkirchen;<41413>;1287;1265
Raab;<41414>;1189;1152
Rainbach im Innkreis;<41415>;776;790
Riedau;<41416>;1020;1001
St. Aegidi;<41417>;790;766
St. Florian am Inn;<41418>;1588;1628
St. Marienkirchen bei Schärding;<41419>;1011;1014
St. Roman;<41420>;886;903
St. Willibald;<41421>;554;537
Schardenberg;<41423>;1236;1236
Schärding;<41422>;2621;2793
Sigharting;<41424>;446;432
Suben;<41425>;1026;687
Taufkirchen an der Pram;<41426>;1472;1475
Vichtenstein;<41427>;309;317
Waldkirchen am Wesen;<41428>;604;562
Wernstein am Inn;<41429>;799;755
Zell an der Pram;<41430>;998;989
Linz;<40101>;103903;108041
Wels;<40301>;32523;32764
Alkoven;<40501>;3065;3117
Aschach an der Donau;<40502>;1123;1120
Eferding;<40503>;2043;2247
Fraham;<40504>;1342;1269
Haibach ob der Donau;<40505>;675;603
Hartkirchen;<40506>;1955;2009
Hinzenbach;<40507>;1009;1054
Prambachkirchen;<40508>;1530;1447
Pupping;<40509>;905;887
St. Marienkirchen an der Polsenz;<40510>;1196;1146
Scharten;<40511>;1180;1169
Stroheim;<40512>;853;830
Allhaming;<41001>;634;625
Ansfelden;<41002>;9223;9028
Asten;<41003>;3589;3469
Eggendorf im Traunkreis;<41004>;582;576
Enns;<41005>;6127;6138
Hargelsberg;<41006>;707;736
Hofkirchen im Traunkreis;<41008>;1039;1043
Hörsching;<41007>;3210;3312
Kematen an der Krems;<41009>;1542;1551
Kirchberg-Thening;<41010>;1253;1298
Kronstorf;<41011>;1752;1776
Leonding;<41012>;14014;15082
Neuhofen an der Krems;<41014>;3349;3496
Niederneukirchen;<41015>;1047;1061
Oftering;<41016>;1081;1056
Pasching;<41017>;3859;3859
Piberbach;<41018>;1017;1030
Pucking;<41019>;2138;2070
St. Florian;<41013>;3118;3200
St. Marien;<41020>;2572;2582
Traun;<41021>;12613;12558
Wilhering;<41022>;3097;3079
Alberndorf in der Riedmark;<41601>;2137;2086
Altenberg bei Linz;<41602>;2394;2347
Eidenberg;<41604>;1106;1046
Engerwitzdorf;<41605>;4536;4556
Feldkirchen an der Donau;<41606>;2700;2793
Gallneukirchen;<41607>;3205;3484
Goldwörth;<41608>;390;371
Gramastetten;<41609>;2516;2576
Hellmonsödt;<41611>;1157;1209
Herzogsdorf;<41612>;1427;1327
Kirchschlag bei Linz;<41613>;1105;1116
Lichtenberg;<41614>;1437;1453
Ottensheim;<41617>;2293;2478
Puchenau;<41618>;2205;2458
St. Gotthard im Mühlkreis;<41621>;658;667
Sonnberg im Mühlkreis;<41623>;572;552
